monetaryunit,USDollar,1.0,1.0,1.0,USD,United States
monetaryunit,Russian Ruble,81.39,68.04,72.82,RUB,Russia
monetaryunit,Belarusian Ruble,2.68,2.33,2.59,BYN,Belarus
